seq_reason,lineage,date_draw,count
N,A,2020-09-10,1
N,A,2021-01-20,1
N,A,2021-02-19,1
N,A,2021-04-24,1
N,A.11,2021-05-19,1
N,A.19,2021-01-19,1
N,A.2.5,2021-03-19,1
N,A.2.5,2021-05-04,1
N,A.2.5.1,2021-04-27,2
N,A.2.5.2,2021-01-23,1
N,A.23.1,2021-02-12,1
N,A.23.1,2021-02-22,1
N,A.23.1,2021-02-23,1
N,A.23.1,2021-02-24,2
N,A.23.1,2021-02-25,1
N,A.23.1,2021-02-28,1
N,A.23.1,2021-03-01,1
N,A.23.1,2021-03-02,2
N,A.23.1,2021-03-03,1
N,A.23.1,2021-03-12,1
N,A.23.1,2021-03-15,1
N,A.27,2021-01-16,1
N,A.27,2021-01-24,1
N,A.27,2021-01-25,1
N,A.27,2021-01-28,4
N,A.27,2021-02-10,3
N,A.27,2021-02-11,3
N,A.27,2021-02-12,2
N,A.27,2021-02-13,2
N,A.27,2021-02-15,1
N,A.27,2021-02-18,1
N,A.27,2021-02-20,1
N,A.27,2021-02-22,1
N,A.27,2021-02-25,12
N,A.27,2021-02-26,2
N,A.27,2021-02-27,3
N,A.27,2021-02-28,3
N,A.27,2021-03-01,9
N,A.27,2021-03-02,3
N,A.27,2021-03-03,3
N,A.27,2021-03-04,24
N,A.27,2021-03-05,2
N,A.27,2021-03-06,3
N,A.27,2021-03-08,12
N,A.27,2021-03-09,7
N,A.27,2021-03-10,3
N,A.27,2021-03-11,11
N,A.27,2021-03-12,6
N,A.27,2021-03-14,2
N,A.27,2021-03-15,9
N,A.27,2021-03-16,4
N,A.27,2021-03-17,11
N,A.27,2021-03-18,7
N,A.27,2021-03-19,4
N,A.27,2021-03-22,4
N,A.27,2021-03-23,2
N,A.27,2021-03-24,7
N,A.27,2021-03-25,6
N,A.27,2021-03-26,6
N,A.27,2021-03-27,1
N,A.27,2021-03-29,2
N,A.27,2021-03-30,3
N,A.27,2021-03-31,1
N,A.27,2021-04-01,2
N,A.27,2021-04-02,3
N,A.27,2021-04-04,1
N,A.27,2021-04-06,3
N,A.27,2021-04-07,4
N,A.27,2021-04-08,3
N,A.27,2021-04-09,1
N,A.27,2021-04-10,2
N,A.27,2021-04-12,1
N,A.27,2021-04-13,4
N,A.27,2021-04-14,2
N,A.27,2021-04-15,4
N,A.27,2021-04-19,1
N,A.27,2021-04-20,3
N,A.27,2021-04-21,2
N,A.27,2021-04-22,1
N,A.27,2021-04-23,1
N,A.27,2021-04-24,1
N,A.27,2021-04-27,4
N,A.27,2021-04-29,1
N,A.27,2021-04-30,1
N,A.27,2021-05-03,1
N,A.27,2021-05-04,1
N,A.27,2021-05-08,1
N,A.27,2021-05-10,2
N,A.27,2021-05-11,1
N,A.27,2021-05-12,1
N,A.27,2021-05-17,1
N,A.27,2021-05-19,1
N,A.27,2021-05-27,1
N,A.27,2021-05-28,1
N,A.27,2021-06-01,1
N,A.27,2021-06-02,1
N,A.27,2021-06-05,1
N,A.27,2021-06-09,1
N,A.27,2021-06-21,1
N,A.28,2021-01-11,2
N,A.28,2021-03-24,1
N,A.28,2021-03-26,3
N,A.28,2021-04-01,1
N,A.28,2021-04-06,2
N,A.28,2021-04-07,1
N,A.28,2021-04-08,3
N,A.28,2021-04-10,5
N,A.28,2021-04-13,4
N,A.28,2021-04-14,1
N,A.28,2021-04-23,1
N,A.28,2021-04-27,3
N,A.28,2021-05-05,2
N,A.28,2021-05-06,1
N,A.28,2021-05-11,1
N,A.29,2021-03-04,1
N,A.29,2021-03-05,1
N,A.29,2021-03-08,1
N,A.29,2021-05-12,1
N,AA.1,2020-12-21,1
N,AA.1,2021-01-18,1
N,AA.1,2021-01-19,2
N,AA.1,2021-01-21,1
N,AA.1,2021-01-22,2
N,AA.1,2021-01-27,1
N,AA.1,2021-01-28,1
N,AA.1,2021-02-02,1
N,AA.1,2021-02-03,1
N,AA.1,2021-02-08,1
N,AA.1,2021-02-10,2
N,AA.1,2021-02-11,2
N,AA.1,2021-02-15,1
N,AA.1,2021-02-18,1
N,AA.1,2021-02-19,2
N,AA.1,2021-02-20,1
N,AA.1,2021-02-22,2
N,AA.1,2021-02-23,1
N,AA.1,2021-02-24,1
N,AA.1,2021-02-25,4
N,AA.1,2021-02-26,1
N,AA.1,2021-03-02,3
N,AA.1,2021-03-03,1
N,AA.1,2021-03-11,2
N,AA.1,2021-03-15,1
N,AA.1,2021-03-25,1
N,AD.2,2020-09-18,1
N,AD.2,2020-10-15,2
N,AD.2,2020-10-22,1
N,AF.1,2021-01-30,1
N,AG.1,2021-01-23,1
N,AG.1,2021-02-02,1
N,AG.1,2021-02-03,1
N,AN.1,2021-01-19,2
N,AN.1,2021-01-20,1
N,AN.1,2021-01-22,1
N,AN.1,2021-01-25,1
N,AN.1,2021-01-28,1
N,AN.1,2021-02-01,1
N,AN.1,2021-02-02,1
N,AN.1,2021-02-22,1
N,AP.1,2020-09-14,1
N,AP.1,2020-09-15,1
N,AP.1,2020-09-21,1
N,AP.1,2020-12-16,1
N,AP.1,2020-12-24,1
N,AP.1,2021-01-11,1
N,AP.1,2021-01-13,2
N,AP.1,2021-01-22,2
N,AP.1,2021-01-25,1
N,AP.1,2021-01-27,2
N,AP.1,2021-01-30,1
N,AP.1,2021-02-05,1
N,AP.1,2021-02-08,1
N,AP.1,2021-02-15,1
N,AT.1,2021-05-08,1
N,AT.1,2021-05-17,2
N,AT.1,2021-05-18,1
N,AT.1,2021-06-07,2
N,AT.1,2021-06-24,1
N,AY.1,2021-05-12,1
N,AY.1,2021-07-21,1
N,AY.1,2021-08-05,1
N,AY.1,2021-08-07,1
N,AY.1,2021-08-10,1
N,AY.1,2022-01-11,3
N,AY.100,2021-06-04,1
N,AY.100,2021-06-23,1
N,AY.100,2021-07-12,2
N,AY.100,2021-07-17,1
N,AY.100,2021-07-19,1
N,AY.100,2021-08-02,2
N,AY.100,2021-08-11,1
N,AY.100,2021-08-13,2
N,AY.100,2021-08-16,2
N,AY.100,2021-08-17,1
N,AY.100,2021-08-18,1
N,AY.100,2021-08-19,1
N,AY.100,2021-08-20,1
N,AY.100,2021-08-21,1
N,AY.100,2021-08-24,2
N,AY.100,2021-08-25,1
N,AY.100,2021-08-27,1
N,AY.100,2021-08-30,1
N,AY.100,2021-08-31,1
N,AY.100,2021-09-02,3
N,AY.100,2021-09-03,1
N,AY.100,2021-09-06,2
N,AY.100,2021-09-07,1
N,AY.100,2021-09-08,1
N,AY.100,2021-09-09,1
N,AY.100,2021-09-10,2
N,AY.100,2021-09-11,2
N,AY.100,2021-09-13,1
N,AY.100,2021-09-14,3
N,AY.100,2021-09-16,1
N,AY.100,2021-09-17,1
N,AY.100,2021-09-18,1
N,AY.100,2021-09-22,2
N,AY.100,2021-09-24,2
N,AY.100,2021-09-25,1
N,AY.100,2021-09-27,1
N,AY.100,2021-09-28,3
N,AY.100,2021-10-01,1
N,AY.100,2021-10-04,2
N,AY.100,2021-10-05,1
N,AY.100,2021-10-08,1
N,AY.100,2021-10-11,3
N,AY.100,2021-10-13,1
N,AY.100,2021-10-14,1
N,AY.100,2021-10-16,1
N,AY.100,2021-10-19,2
N,AY.100,2021-10-20,1
N,AY.100,2021-10-21,1
N,AY.100,2021-10-25,5
N,AY.100,2021-10-26,2
N,AY.100,2021-10-28,1
N,AY.100,2021-11-01,1
N,AY.100,2021-11-04,1
N,AY.100,2021-11-07,1
N,AY.100,2021-11-09,1
N,AY.100,2021-11-11,3
N,AY.100,2021-11-17,1
N,AY.100,2021-11-18,2
N,AY.100,2021-11-19,3
N,AY.100,2021-11-20,1
N,AY.100,2021-11-21,2
N,AY.100,2021-11-22,1
N,AY.100,2021-11-23,1
N,AY.100,2021-11-24,1
N,AY.100,2021-11-25,2
N,AY.100,2021-11-26,1
N,AY.100,2021-11-29,1
N,AY.100,2021-11-30,1
N,AY.100,2021-12-02,1
N,AY.100,2021-12-04,2
N,AY.100,2021-12-05,1
N,AY.100,2021-12-06,1
N,AY.100,2021-12-08,1
N,AY.100,2021-12-10,4
N,AY.100,2021-12-11,1
N,AY.100,2021-12-13,5
N,AY.100,2021-12-14,2
N,AY.100,2021-12-15,3
N,AY.100,2021-12-16,3
N,AY.100,2021-12-18,1
N,AY.100,2021-12-20,2
N,AY.100,2021-12-22,2
N,AY.100,2021-12-23,1
N,AY.100,2021-12-24,2
N,AY.100,2021-12-30,1
N,AY.100,2022-01-05,1
N,AY.100,2022-01-08,2
N,AY.100,2022-01-09,1
N,AY.102,2021-04-23,1
N,AY.102,2021-06-29,1
N,AY.102,2021-07-09,1
N,AY.102,2021-07-21,2
N,AY.102,2021-08-05,1
N,AY.102,2021-08-11,1
N,AY.102,2021-08-26,4
N,AY.102,2021-08-27,1
N,AY.102,2021-09-02,1
N,AY.102,2021-09-09,2
N,AY.102,2021-09-10,1
N,AY.102,2021-09-11,1
N,AY.102,2021-09-20,3
N,AY.102,2021-09-28,1
N,AY.102,2021-10-04,1
N,AY.102,2021-10-05,2
N,AY.102,2021-10-08,1
N,AY.102,2021-10-09,1
N,AY.102,2021-10-12,2
N,AY.102,2021-10-19,1
N,AY.102,2021-10-28,2
N,AY.102,2021-11-01,1
N,AY.102,2021-11-03,1
N,AY.102,2021-11-05,1
N,AY.102,2021-11-12,1
N,AY.102,2021-11-15,1
N,AY.102,2021-11-17,2
N,AY.102,2021-11-20,2
N,AY.102,2021-11-22,1
N,AY.102,2021-11-23,1
N,AY.102,2021-11-25,2
N,AY.102,2021-11-26,1
N,AY.102,2021-11-29,2
N,AY.102,2021-11-30,4
N,AY.102,2021-12-06,7
N,AY.102,2021-12-07,6
N,AY.102,2021-12-08,9
N,AY.102,2021-12-09,12
N,AY.102,2021-12-10,14
N,AY.102,2021-12-11,10
N,AY.102,2021-12-13,17
N,AY.102,2021-12-14,7
N,AY.102,2021-12-15,16
N,AY.102,2021-12-16,1
N,AY.102,2021-12-17,5
N,AY.102,2021-12-18,1
N,AY.102,2021-12-19,1
N,AY.102,2021-12-20,4
N,AY.102,2021-12-21,7
N,AY.102,2021-12-22,10
N,AY.102,2021-12-23,5
N,AY.102,2021-12-24,4
N,AY.102,2021-12-27,7
N,AY.102,2021-12-28,4
N,AY.102,2021-12-29,7
N,AY.102,2021-12-30,3
N,AY.102,2022-01-03,5
N,AY.102,2022-01-04,1
N,AY.102,2022-01-05,2
N,AY.103,2021-07-04,1
N,AY.103,2021-07-09,1
N,AY.103,2021-07-20,1
N,AY.103,2021-07-21,1
N,AY.103,2021-07-22,1
N,AY.103,2021-07-23,1
N,AY.103,2021-07-26,2
N,AY.103,2021-07-29,1
N,AY.103,2021-07-30,1
N,AY.103,2021-08-06,1
N,AY.103,2021-08-07,1
N,AY.103,2021-08-12,1
N,AY.103,2021-08-16,3
N,AY.103,2021-08-17,1
N,AY.103,2021-08-18,4
N,AY.103,2021-08-19,1
N,AY.103,2021-08-20,3
N,AY.103,2021-08-22,1
N,AY.103,2021-08-23,5
N,AY.103,2021-08-24,2
N,AY.103,2021-08-25,2
N,AY.103,2021-08-27,1
N,AY.103,2021-08-30,5
N,AY.103,2021-08-31,2
N,AY.103,2021-09-01,5
N,AY.103,2021-09-02,1
N,AY.103,2021-09-06,2
N,AY.103,2021-09-08,2
N,AY.103,2021-09-09,2
N,AY.103,2021-09-10,1
N,AY.103,2021-09-13,2
N,AY.103,2021-09-14,3
N,AY.103,2021-09-15,2
N,AY.103,2021-09-16,4
N,AY.103,2021-09-17,3
N,AY.103,2021-09-19,2
N,AY.103,2021-09-20,4
N,AY.103,2021-09-21,2
N,AY.103,2021-09-22,3
N,AY.103,2021-09-23,1
N,AY.103,2021-09-24,1
N,AY.103,2021-09-25,1
N,AY.103,2021-09-26,2
N,AY.103,2021-09-27,3
N,AY.103,2021-09-28,2
N,AY.103,2021-09-29,2
N,AY.103,2021-09-30,2
N,AY.103,2021-10-01,2
N,AY.103,2021-10-02,1
N,AY.103,2021-10-04,2
N,AY.103,2021-10-05,7
N,AY.103,2021-10-06,2
N,AY.103,2021-10-07,3
N,AY.103,2021-10-11,1
N,AY.103,2021-10-13,4
N,AY.103,2021-10-14,1
N,AY.103,2021-10-15,1
N,AY.103,2021-10-16,1
N,AY.103,2021-10-18,1
N,AY.103,2021-10-19,3
N,AY.103,2021-10-21,1
N,AY.103,2021-10-22,1
N,AY.103,2021-10-25,3
N,AY.103,2021-10-26,2
N,AY.103,2021-10-27,1
N,AY.103,2021-10-31,1
N,AY.103,2021-11-01,4
N,AY.103,2021-11-02,2
N,AY.103,2021-11-03,2
N,AY.103,2021-11-05,3
N,AY.103,2021-11-06,1
N,AY.103,2021-11-08,2
N,AY.103,2021-11-09,2
N,AY.103,2021-11-10,2
N,AY.103,2021-11-11,1
N,AY.103,2021-11-12,1
N,AY.103,2021-11-15,3
N,AY.103,2021-11-16,1
N,AY.103,2021-11-17,2
N,AY.103,2021-11-18,1
N,AY.103,2021-11-19,1
N,AY.103,2021-11-22,6
N,AY.103,2021-11-23,3
N,AY.103,2021-11-24,8
N,AY.103,2021-11-25,4
N,AY.103,2021-11-26,3
N,AY.103,2021-11-28,1
N,AY.103,2021-11-29,8
N,AY.103,2021-11-30,2
N,AY.103,2021-12-02,1
N,AY.103,2021-12-03,2
N,AY.103,2021-12-04,2
N,AY.103,2021-12-05,1
N,AY.103,2021-12-06,4
N,AY.103,2021-12-07,4
N,AY.103,2021-12-08,3
N,AY.103,2021-12-09,2
N,AY.103,2021-12-10,1
N,AY.103,2021-12-13,1
N,AY.103,2021-12-14,3
N,AY.103,2021-12-16,3
N,AY.103,2021-12-19,1
N,AY.103,2021-12-20,2
N,AY.103,2021-12-21,4
N,AY.103,2021-12-27,1
N,AY.103,2021-12-28,1
N,AY.103,2021-12-29,2
N,AY.103,2022-01-01,1
N,AY.103,2022-01-04,2
N,AY.103,2022-01-05,2
N,AY.103,2022-01-11,4
N,AY.103,2022-01-28,1
N,AY.104,2021-10-07,1
N,AY.104,2021-12-09,1
N,AY.104,2021-12-14,1
N,AY.104,2022-01-02,1
N,AY.105,2021-06-21,1
N,AY.105,2021-08-23,1
N,AY.105,2021-09-15,1
N,AY.105,2021-09-20,2
N,AY.105,2021-09-23,3
N,AY.105,2021-09-30,2
N,AY.105,2021-10-19,1
N,AY.105,2021-11-16,2
N,AY.105,2021-11-24,1
N,AY.105,2021-11-26,1
N,AY.105,2021-12-01,1
N,AY.105,2021-12-03,1
N,AY.106,2021-04-22,1
N,AY.106,2021-05-05,1
N,AY.106,2021-05-06,1
N,AY.106,2021-05-11,1
N,AY.106,2021-05-14,1
N,AY.106,2021-05-17,1
N,AY.106,2021-05-18,2
N,AY.106,2021-05-21,1
N,AY.106,2021-05-30,1
N,AY.106,2021-06-06,1
N,AY.106,2021-07-20,1
N,AY.106,2021-07-28,1
N,AY.106,2021-07-29,1
N,AY.106,2021-08-03,1
N,AY.106,2021-08-04,2
N,AY.106,2021-08-09,1
N,AY.106,2021-08-10,6
N,AY.106,2021-08-12,1
N,AY.106,2021-08-16,2
N,AY.106,2021-08-17,4
N,AY.106,2021-08-19,6
N,AY.106,2021-08-20,3
N,AY.106,2021-08-21,2
N,AY.106,2021-08-22,2
N,AY.106,2021-08-23,1
N,AY.106,2021-08-24,3
N,AY.106,2021-08-25,4
N,AY.106,2021-08-26,1
N,AY.106,2021-08-27,1
N,AY.106,2021-08-28,2
N,AY.106,2021-08-30,4
N,AY.106,2021-08-31,5
N,AY.106,2021-09-01,2
N,AY.106,2021-09-04,1
N,AY.106,2021-09-06,1
N,AY.106,2021-09-07,2
N,AY.106,2021-09-08,2
N,AY.106,2021-09-09,3
N,AY.106,2021-09-11,3
N,AY.106,2021-09-12,1
N,AY.106,2021-09-13,3
N,AY.106,2021-09-14,5
N,AY.106,2021-09-15,2
N,AY.106,2021-09-17,6
N,AY.106,2021-09-18,1
N,AY.106,2021-09-20,2
N,AY.106,2021-09-21,3
N,AY.106,2021-09-23,1
N,AY.106,2021-09-24,2
N,AY.106,2021-09-25,2
N,AY.106,2021-09-27,1
N,AY.106,2021-09-29,2
N,AY.106,2021-09-30,4
N,AY.106,2021-10-01,1
N,AY.106,2021-10-04,2
N,AY.106,2021-10-05,2
N,AY.106,2021-10-06,1
N,AY.106,2021-10-07,2
N,AY.106,2021-10-08,1
N,AY.106,2021-10-11,2
N,AY.106,2021-10-13,3
N,AY.106,2021-10-15,1
N,AY.106,2021-10-16,1
N,AY.106,2021-10-18,1
N,AY.106,2021-10-19,4
N,AY.106,2021-10-20,1
N,AY.106,2021-10-22,1
N,AY.106,2021-10-25,3
N,AY.106,2021-10-26,4
N,AY.106,2021-10-27,1
N,AY.106,2021-10-28,2
N,AY.106,2021-10-29,1
N,AY.106,2021-11-02,1
N,AY.106,2021-11-03,4
N,AY.106,2021-11-04,1
N,AY.106,2021-11-05,1
N,AY.106,2021-11-11,2
N,AY.106,2021-11-12,1
N,AY.106,2021-11-15,1
N,AY.106,2021-11-18,3
N,AY.106,2021-11-22,3
N,AY.106,2021-11-23,1
N,AY.106,2021-11-25,2
N,AY.106,2021-11-26,2
N,AY.106,2021-11-29,1
N,AY.106,2021-12-01,1
N,AY.106,2021-12-03,1
N,AY.106,2021-12-06,4
N,AY.106,2021-12-07,1
N,AY.106,2021-12-08,1
N,AY.106,2021-12-09,2
N,AY.106,2021-12-11,1
N,AY.106,2021-12-13,3
N,AY.106,2021-12-14,3
N,AY.106,2021-12-15,3
N,AY.106,2021-12-16,1
N,AY.106,2021-12-17,2
N,AY.106,2021-12-20,3
N,AY.106,2021-12-21,2
N,AY.106,2021-12-23,2
N,AY.106,2021-12-28,3
N,AY.106,2021-12-29,3
N,AY.106,2021-12-30,1
N,AY.106,2022-01-03,1
N,AY.106,2022-01-04,2
N,AY.106,2022-01-10,2
N,AY.106,2022-01-11,1
N,AY.106,2022-01-21,1
N,AY.106,2022-01-24,1
N,AY.107,2021-06-22,1
N,AY.107,2021-08-05,1
N,AY.107,2021-08-17,1
N,AY.107,2021-08-29,1
N,AY.107,2021-09-12,1
N,AY.107,2021-11-17,1
N,AY.107,2021-11-22,4
N,AY.107,2021-11-24,2
N,AY.107,2021-11-26,1
N,AY.107,2021-11-27,1
N,AY.107,2021-11-30,3
N,AY.107,2021-12-02,1
N,AY.107,2021-12-23,1
N,AY.107,2021-12-29,1
N,AY.108,2021-06-28,1
N,AY.108,2021-08-10,1
N,AY.108,2021-08-20,2
N,AY.108,2021-08-23,3
N,AY.108,2021-08-24,1
N,AY.108,2021-08-25,1
N,AY.108,2021-09-02,2
N,AY.108,2021-09-06,1
N,AY.108,2021-09-08,1
N,AY.108,2021-11-05,1
N,AY.109,2021-07-27,1
N,AY.109,2021-07-29,1
N,AY.109,2021-07-30,1
N,AY.109,2021-08-02,1
N,AY.109,2021-08-09,3
N,AY.109,2021-08-10,4
N,AY.109,2021-08-11,2
N,AY.109,2021-08-18,2
N,AY.109,2021-08-19,1
N,AY.109,2021-08-21,1
N,AY.109,2021-08-23,1
N,AY.109,2021-08-24,3
N,AY.109,2021-08-25,1
N,AY.109,2021-08-31,2
N,AY.109,2021-09-02,2
N,AY.109,2021-09-07,1
N,AY.109,2021-09-17,1
N,AY.109,2021-09-24,1
N,AY.109,2021-09-25,2
N,AY.109,2021-09-27,4
N,AY.109,2021-09-30,2
N,AY.109,2021-10-02,1
N,AY.109,2021-10-04,1
N,AY.109,2021-10-05,1
N,AY.109,2021-10-07,2
N,AY.109,2021-10-12,1
N,AY.109,2021-10-27,1
N,AY.109,2021-11-04,1
N,AY.109,2021-11-06,1
N,AY.109,2021-11-08,1
N,AY.109,2021-11-09,2
N,AY.109,2021-11-10,1
N,AY.109,2021-11-11,1
N,AY.109,2021-11-12,1
N,AY.109,2021-11-15,2
N,AY.109,2021-11-17,5
N,AY.109,2021-11-18,3
N,AY.109,2021-11-21,2
N,AY.109,2021-11-22,8
N,AY.109,2021-11-23,3
N,AY.109,2021-11-24,3
N,AY.109,2021-11-25,7
N,AY.109,2021-11-26,2
N,AY.109,2021-11-28,1
N,AY.109,2021-11-29,3
N,AY.109,2021-11-30,2
N,AY.109,2021-12-01,1
N,AY.109,2021-12-02,2
N,AY.109,2021-12-03,1
N,AY.109,2021-12-04,1
N,AY.109,2021-12-06,4
N,AY.109,2021-12-07,2
N,AY.109,2021-12-09,2
N,AY.109,2021-12-13,2
N,AY.109,2021-12-14,4
N,AY.109,2021-12-17,1
N,AY.109,2021-12-18,1
N,AY.109,2021-12-20,4
N,AY.109,2021-12-23,2
N,AY.109,2021-12-28,1
N,AY.109,2021-12-29,1
N,AY.109,2021-12-31,1
N,AY.109,2022-01-03,2
N,AY.109,2022-01-04,1
N,AY.109,2022-01-09,1
N,AY.109,2022-01-10,1
N,AY.109,2022-01-25,1
N,AY.110,2021-07-29,1
N,AY.110,2021-08-02,1
N,AY.110,2021-08-10,2
N,AY.110,2021-08-13,1
N,AY.110,2021-08-16,3
N,AY.110,2021-08-18,2
N,AY.110,2021-08-20,1
N,AY.110,2021-08-23,2
N,AY.110,2021-08-24,3
N,AY.110,2021-08-25,5
N,AY.110,2021-08-27,1
N,AY.110,2021-08-30,2
N,AY.110,2021-08-31,1
N,AY.110,2021-09-02,2
N,AY.110,2021-09-03,1
N,AY.110,2021-09-06,1
N,AY.110,2021-09-08,1
N,AY.110,2021-09-13,1
N,AY.110,2021-09-14,1
N,AY.110,2021-09-20,2
N,AY.110,2021-09-22,1
N,AY.110,2021-10-05,6
N,AY.110,2021-10-11,1
N,AY.110,2021-11-09,1
N,AY.110,2021-11-26,1
N,AY.110,2021-12-10,1
N,AY.110,2021-12-13,2
N,AY.110,2021-12-14,1
N,AY.110,2021-12-15,1
N,AY.110,2021-12-25,1
N,AY.110,2022-01-10,1
N,AY.111,2021-08-21,1
N,AY.111,2021-09-03,1
N,AY.111,2021-09-11,1
N,AY.111,2021-09-12,1
N,AY.111,2021-09-16,2
N,AY.111,2021-09-17,1
N,AY.111,2021-09-21,1
N,AY.111,2021-09-23,1
N,AY.111,2021-10-11,1
N,AY.111,2021-10-12,1
N,AY.111,2021-10-26,1
N,AY.111,2021-11-06,1
N,AY.111,2021-11-09,1
N,AY.111,2021-11-10,1
N,AY.111,2021-11-11,1
N,AY.111,2021-11-12,1
N,AY.111,2021-11-13,1
N,AY.111,2021-11-15,1
N,AY.111,2021-11-16,3
N,AY.111,2021-11-20,5
N,AY.111,2021-11-22,1
N,AY.111,2021-11-23,3
N,AY.111,2021-11-24,1
N,AY.111,2021-11-25,1
N,AY.111,2021-11-26,2
N,AY.111,2021-11-29,2
N,AY.111,2021-11-30,1
N,AY.111,2021-12-01,3
N,AY.111,2021-12-02,1
N,AY.111,2021-12-03,1
N,AY.111,2021-12-04,2
N,AY.111,2021-12-06,6
N,AY.111,2021-12-07,1
N,AY.111,2021-12-08,1
N,AY.111,2021-12-10,1
N,AY.111,2021-12-13,1
N,AY.111,2021-12-14,1
N,AY.111,2021-12-15,1
N,AY.111,2021-12-20,3
N,AY.111,2021-12-26,1
N,AY.111,2021-12-29,1
N,AY.111,2021-12-30,1
N,AY.111,2022-01-03,2
N,AY.111,2022-01-05,1
N,AY.111,2022-01-10,2
N,AY.111,2022-01-11,2
N,AY.111,2022-01-17,1
N,AY.111,2022-01-19,1
N,AY.112,2021-05-04,1
N,AY.112,2021-05-07,1
N,AY.112,2021-05-12,1
N,AY.112,2021-05-14,4
N,AY.112,2021-05-15,1
N,AY.112,2021-05-21,1
N,AY.112,2021-05-25,1
N,AY.112,2021-05-26,1
N,AY.112,2021-06-02,1
N,AY.112,2021-06-04,1
N,AY.112,2021-06-07,3
N,AY.112,2021-06-08,2
N,AY.112,2021-06-09,2
N,AY.112,2021-06-10,1
N,AY.112,2021-06-12,2
N,AY.112,2021-06-13,2
N,AY.112,2021-06-14,1
N,AY.112,2021-06-15,1
N,AY.112,2021-06-16,6
N,AY.112,2021-06-17,1
N,AY.112,2021-06-18,7
N,AY.112,2021-06-19,3
N,AY.112,2021-06-21,5
N,AY.112,2021-06-22,5
N,AY.112,2021-06-24,5
N,AY.112,2021-06-25,2
N,AY.112,2021-06-26,1
N,AY.112,2021-06-28,2
N,AY.112,2021-06-29,4
N,AY.112,2021-06-30,4
N,AY.112,2021-07-01,5
N,AY.112,2021-07-02,5
N,AY.112,2021-07-03,2
N,AY.112,2021-07-04,1
N,AY.112,2021-07-05,3
N,AY.112,2021-07-06,4
N,AY.112,2021-07-07,4
N,AY.112,2021-07-08,4
N,AY.112,2021-07-09,4
N,AY.112,2021-07-10,2
N,AY.112,2021-07-11,1
N,AY.112,2021-07-12,3
N,AY.112,2021-07-13,2
N,AY.112,2021-07-14,3
N,AY.112,2021-07-15,5
N,AY.112,2021-07-17,2
N,AY.112,2021-07-18,3
N,AY.112,2021-07-19,5
N,AY.112,2021-07-20,5
N,AY.112,2021-07-21,6
N,AY.112,2021-07-22,3
N,AY.112,2021-07-23,3
N,AY.112,2021-07-24,1
N,AY.112,2021-07-25,1
N,AY.112,2021-07-26,2
N,AY.112,2021-07-27,2
N,AY.112,2021-07-28,1
N,AY.112,2021-07-29,5
N,AY.112,2021-07-30,4
N,AY.112,2021-07-31,2
N,AY.112,2021-08-02,7
N,AY.112,2021-08-03,6
N,AY.112,2021-08-04,4
N,AY.112,2021-08-05,11
N,AY.112,2021-08-06,4
N,AY.112,2021-08-07,3
N,AY.112,2021-08-09,9
N,AY.112,2021-08-10,3
N,AY.112,2021-08-11,8
N,AY.112,2021-08-12,9
N,AY.112,2021-08-13,5
N,AY.112,2021-08-14,4
N,AY.112,2021-08-16,22
N,AY.112,2021-08-17,12
N,AY.112,2021-08-18,15
N,AY.112,2021-08-19,14
N,AY.112,2021-08-20,17
N,AY.112,2021-08-21,7
N,AY.112,2021-08-22,3
N,AY.112,2021-08-23,24
N,AY.112,2021-08-24,25
N,AY.112,2021-08-25,20
N,AY.112,2021-08-26,17
N,AY.112,2021-08-27,15
N,AY.112,2021-08-28,3
N,AY.112,2021-08-29,5
N,AY.112,2021-08-30,28
N,AY.112,2021-08-31,17
N,AY.112,2021-09-01,24
N,AY.112,2021-09-02,17
N,AY.112,2021-09-03,10
N,AY.112,2021-09-04,8
N,AY.112,2021-09-05,4
N,AY.112,2021-09-06,43
N,AY.112,2021-09-07,26
N,AY.112,2021-09-08,12
N,AY.112,2021-09-09,24
N,AY.112,2021-09-10,17
N,AY.112,2021-09-11,2
N,AY.112,2021-09-12,3
N,AY.112,2021-09-13,26
N,AY.112,2021-09-14,13
N,AY.112,2021-09-15,14
N,AY.112,2021-09-16,18
N,AY.112,2021-09-17,13
N,AY.112,2021-09-18,5
N,AY.112,2021-09-19,2
N,AY.112,2021-09-20,27
N,AY.112,2021-09-21,8
N,AY.112,2021-09-22,10
N,AY.112,2021-09-23,9
N,AY.112,2021-09-24,14
N,AY.112,2021-09-25,6
N,AY.112,2021-09-26,1
N,AY.112,2021-09-27,16
N,AY.112,2021-09-28,16
N,AY.112,2021-09-29,11
N,AY.112,2021-09-30,14
N,AY.112,2021-10-01,13
N,AY.112,2021-10-02,6
N,AY.112,2021-10-04,11
N,AY.112,2021-10-05,12
N,AY.112,2021-10-06,5
N,AY.112,2021-10-07,10
N,AY.112,2021-10-08,6
N,AY.112,2021-10-09,3
N,AY.112,2021-10-11,8
N,AY.112,2021-10-12,5
N,AY.112,2021-10-13,3
N,AY.112,2021-10-14,13
N,AY.112,2021-10-15,3
N,AY.112,2021-10-16,1
N,AY.112,2021-10-17,1
N,AY.112,2021-10-18,13
N,AY.112,2021-10-19,10
N,AY.112,2021-10-20,10
N,AY.112,2021-10-21,10
N,AY.112,2021-10-22,5
N,AY.112,2021-10-23,2
N,AY.112,2021-10-25,9
N,AY.112,2021-10-26,9
