seq_reason,lineage,date_draw,count
N,AY.7.2,2021-11-15,1
N,AY.7.2,2021-11-16,1
N,AY.7.2,2021-11-18,1
N,AY.7.2,2021-11-19,1
N,AY.7.2,2021-11-20,2
N,AY.7.2,2021-11-21,1
N,AY.7.2,2021-11-22,3
N,AY.7.2,2021-11-25,1
N,AY.7.2,2021-11-27,1
N,AY.7.2,2021-11-29,8
N,AY.7.2,2021-12-01,2
N,AY.7.2,2021-12-02,1
N,AY.7.2,2021-12-10,1
N,AY.7.2,2021-12-27,1
N,AY.7.2,2021-12-29,1
N,AY.7.2,2022-01-02,1
N,AY.7.2,2022-01-03,1
N,AY.70,2021-05-14,2
N,AY.70,2021-06-07,1
N,AY.70,2021-06-14,1
N,AY.70,2021-06-15,2
N,AY.70,2021-06-20,1
N,AY.70,2021-06-21,1
N,AY.70,2021-06-22,1
N,AY.70,2021-06-23,1
N,AY.70,2021-06-24,5
N,AY.70,2021-06-25,1
N,AY.70,2021-06-26,1
N,AY.70,2021-06-27,2
N,AY.70,2021-06-28,1
N,AY.70,2021-06-29,4
N,AY.70,2021-06-30,2
N,AY.70,2021-07-01,2
N,AY.70,2021-07-02,4
N,AY.70,2021-07-03,3
N,AY.70,2021-07-04,2
N,AY.70,2021-07-05,2
N,AY.70,2021-07-06,3
N,AY.70,2021-07-07,8
N,AY.70,2021-07-08,7
N,AY.70,2021-07-09,1
N,AY.70,2021-07-10,1
N,AY.70,2021-07-11,3
N,AY.70,2021-07-12,4
N,AY.70,2021-07-13,2
N,AY.70,2021-07-14,2
N,AY.70,2021-07-15,6
N,AY.70,2021-07-16,4
N,AY.70,2021-07-17,5
N,AY.70,2021-07-18,1
N,AY.70,2021-07-19,9
N,AY.70,2021-07-20,3
N,AY.70,2021-07-21,8
N,AY.70,2021-07-22,13
N,AY.70,2021-07-23,11
N,AY.70,2021-07-24,6
N,AY.70,2021-07-25,1
N,AY.70,2021-07-26,13
N,AY.70,2021-07-27,14
N,AY.70,2021-07-28,3
N,AY.70,2021-07-29,7
N,AY.70,2021-07-30,9
N,AY.70,2021-08-03,5
N,AY.70,2021-08-04,4
N,AY.70,2021-08-05,2
N,AY.70,2021-08-06,5
N,AY.70,2021-08-07,2
N,AY.70,2021-08-09,4
N,AY.70,2021-08-10,4
N,AY.70,2021-08-11,9
N,AY.70,2021-08-12,1
N,AY.70,2021-08-13,1
N,AY.70,2021-08-14,2
N,AY.70,2021-08-15,2
N,AY.70,2021-08-16,4
N,AY.70,2021-08-17,3
N,AY.70,2021-08-18,4
N,AY.70,2021-08-19,2
N,AY.70,2021-08-20,6
N,AY.70,2021-08-21,2
N,AY.70,2021-08-22,3
N,AY.70,2021-08-23,3
N,AY.70,2021-08-24,4
N,AY.70,2021-08-25,4
N,AY.70,2021-08-26,1
N,AY.70,2021-08-27,8
N,AY.70,2021-08-28,5
N,AY.70,2021-08-30,2
N,AY.70,2021-08-31,3
N,AY.70,2021-09-01,3
N,AY.70,2021-09-02,4
N,AY.70,2021-09-03,1
N,AY.70,2021-09-04,1
N,AY.70,2021-09-05,1
N,AY.70,2021-09-06,2
N,AY.70,2021-09-07,5
N,AY.70,2021-09-08,4
N,AY.70,2021-09-09,1
N,AY.70,2021-09-10,3
N,AY.70,2021-09-12,1
N,AY.70,2021-09-13,3
N,AY.70,2021-09-14,1
N,AY.70,2021-09-15,3
N,AY.70,2021-09-16,3
N,AY.70,2021-09-17,2
N,AY.70,2021-09-20,3
N,AY.70,2021-09-21,1
N,AY.70,2021-09-22,1
N,AY.70,2021-09-23,1
N,AY.70,2021-09-24,2
N,AY.70,2021-09-27,2
N,AY.70,2021-09-28,2
N,AY.70,2021-09-30,1
N,AY.70,2021-10-04,1
N,AY.70,2021-10-05,1
N,AY.70,2021-10-11,3
N,AY.70,2021-10-21,1
N,AY.70,2021-11-02,1
N,AY.70,2021-11-05,1
N,AY.70,2021-11-08,1
N,AY.70,2021-11-10,1
N,AY.70,2021-11-11,1
N,AY.70,2021-11-15,1
N,AY.70,2021-12-02,2
N,AY.71,2021-05-12,2
N,AY.71,2021-05-13,1
N,AY.71,2021-05-14,1
N,AY.71,2021-07-12,1
N,AY.71,2021-07-13,1
N,AY.71,2021-07-15,1
N,AY.71,2021-07-19,1
N,AY.71,2021-07-26,1
N,AY.71,2021-07-27,1
N,AY.71,2021-07-28,1
N,AY.71,2021-08-02,1
N,AY.71,2021-08-03,1
N,AY.71,2021-08-04,2
N,AY.71,2021-08-05,1
N,AY.71,2021-08-06,2
N,AY.71,2021-08-07,1
N,AY.71,2021-08-09,4
N,AY.71,2021-08-11,2
N,AY.71,2021-08-12,5
N,AY.71,2021-08-16,1
N,AY.71,2021-08-17,2
N,AY.71,2021-08-18,1
N,AY.71,2021-08-19,1
N,AY.71,2021-08-20,1
N,AY.71,2021-08-21,1
N,AY.71,2021-08-23,2
N,AY.71,2021-08-24,1
N,AY.71,2021-08-25,1
N,AY.71,2021-08-26,3
N,AY.71,2021-08-29,2
N,AY.71,2021-08-30,1
N,AY.71,2021-08-31,2
N,AY.71,2021-09-01,1
N,AY.71,2021-09-02,2
N,AY.71,2021-09-06,2
N,AY.71,2021-09-09,1
N,AY.71,2021-09-12,4
N,AY.71,2021-09-13,2
N,AY.71,2021-09-14,1
N,AY.71,2021-09-15,3
N,AY.71,2021-09-16,2
N,AY.71,2021-09-17,1
N,AY.71,2021-09-18,4
N,AY.71,2021-09-20,3
N,AY.71,2021-09-21,1
N,AY.71,2021-09-22,1
N,AY.71,2021-09-23,1
N,AY.71,2021-09-24,4
N,AY.71,2021-09-26,1
N,AY.71,2021-09-27,1
N,AY.71,2021-09-28,1
N,AY.71,2021-09-30,1
N,AY.71,2021-10-02,1
N,AY.71,2021-10-04,1
N,AY.71,2021-10-05,2
N,AY.71,2021-10-07,1
N,AY.71,2021-10-09,1
N,AY.71,2021-10-11,1
N,AY.71,2021-10-12,1
N,AY.71,2021-11-09,1
N,AY.71,2021-11-10,1
N,AY.71,2021-11-15,1
N,AY.71,2021-11-16,1
N,AY.71,2021-11-29,1
N,AY.71,2021-11-30,1
N,AY.71,2021-12-01,1
N,AY.71,2021-12-13,1
N,AY.72,2021-07-13,1
N,AY.72,2021-07-29,1
N,AY.72,2021-08-03,1
N,AY.72,2021-08-09,2
N,AY.72,2021-08-12,1
N,AY.72,2021-08-13,1
N,AY.72,2021-08-15,3
N,AY.72,2021-08-16,2
N,AY.72,2021-08-17,1
N,AY.72,2021-08-18,3
N,AY.72,2021-08-19,2
N,AY.72,2021-08-21,1
N,AY.72,2021-08-24,2
N,AY.72,2021-08-27,1
N,AY.72,2021-08-31,1
N,AY.72,2021-09-01,1
N,AY.72,2021-09-04,1
N,AY.72,2021-09-08,2
N,AY.72,2021-09-14,1
N,AY.72,2021-09-15,2
N,AY.72,2021-09-17,2
N,AY.72,2021-09-23,1
N,AY.72,2021-10-06,1
N,AY.72,2021-10-07,1
N,AY.72,2021-10-09,1
N,AY.72,2021-10-11,1
N,AY.72,2021-10-12,1
N,AY.72,2021-10-16,1
N,AY.72,2021-10-18,1
N,AY.72,2021-10-21,1
N,AY.72,2021-10-22,2
N,AY.72,2021-10-25,1
N,AY.72,2021-10-26,1
N,AY.72,2021-10-27,1
N,AY.72,2021-10-29,2
N,AY.72,2021-10-30,1
N,AY.72,2021-10-31,2
N,AY.72,2021-11-02,1
N,AY.72,2021-11-04,1
N,AY.72,2021-11-08,1
N,AY.72,2021-11-09,1
N,AY.72,2021-11-16,4
N,AY.72,2021-11-19,1
N,AY.72,2021-11-25,1
N,AY.72,2021-11-26,1
N,AY.72,2021-11-30,2
N,AY.72,2021-12-03,1
N,AY.72,2021-12-06,1
N,AY.72,2021-12-10,1
N,AY.72,2021-12-12,1
N,AY.72,2021-12-25,1
N,AY.72,2021-12-28,1
N,AY.72,2022-01-19,1
N,AY.73,2021-07-19,2
N,AY.73,2021-07-30,1
N,AY.73,2021-08-02,3
N,AY.73,2021-08-04,2
N,AY.73,2021-08-08,1
N,AY.73,2021-08-10,2
N,AY.73,2021-08-12,1
N,AY.73,2021-08-13,1
N,AY.73,2021-08-16,2
N,AY.73,2021-08-17,2
N,AY.73,2021-08-18,3
N,AY.73,2021-08-19,1
N,AY.73,2021-08-20,6
N,AY.73,2021-08-21,1
N,AY.73,2021-08-22,2
N,AY.73,2021-08-23,2
N,AY.73,2021-08-24,5
N,AY.73,2021-08-26,2
N,AY.73,2021-08-27,2
N,AY.73,2021-08-28,2
N,AY.73,2021-08-31,2
N,AY.73,2021-09-01,2
N,AY.73,2021-09-02,3
N,AY.73,2021-09-04,1
N,AY.73,2021-09-05,1
N,AY.73,2021-09-06,7
N,AY.73,2021-09-07,2
N,AY.73,2021-09-08,2
N,AY.73,2021-09-09,2
N,AY.73,2021-09-10,1
N,AY.73,2021-09-13,3
N,AY.73,2021-09-14,5
N,AY.73,2021-09-15,2
N,AY.73,2021-09-16,2
N,AY.73,2021-09-17,1
N,AY.73,2021-09-21,2
N,AY.73,2021-09-24,1
N,AY.73,2021-09-27,1
N,AY.73,2021-09-28,2
N,AY.73,2021-09-30,1
N,AY.73,2021-10-04,3
N,AY.73,2021-10-05,1
N,AY.73,2021-10-18,1
N,AY.73,2021-10-21,1
N,AY.73,2021-10-25,3
N,AY.73,2021-10-29,2
N,AY.73,2021-11-01,2
N,AY.73,2021-11-11,1
N,AY.73,2021-11-14,1
N,AY.73,2021-11-24,1
N,AY.73,2021-11-30,2
N,AY.73,2021-12-03,1
N,AY.73,2021-12-16,1
N,AY.73,2021-12-25,1
N,AY.73,2021-12-26,1
N,AY.74,2021-05-14,2
N,AY.74,2021-08-22,1
N,AY.74,2021-08-26,2
N,AY.74,2021-08-30,1
N,AY.74,2021-10-11,1
N,AY.75,2021-04-19,1
N,AY.75,2021-04-22,1
N,AY.75,2021-04-29,1
N,AY.75,2021-04-30,1
N,AY.75,2021-05-07,1
N,AY.75,2021-05-08,1
N,AY.75,2021-05-10,2
N,AY.75,2021-05-12,1
N,AY.75,2021-05-15,1
N,AY.75,2021-05-17,3
N,AY.75,2021-05-19,2
N,AY.75,2021-05-20,2
N,AY.75,2021-05-21,1
N,AY.75,2021-05-23,1
N,AY.75,2021-05-24,1
N,AY.75,2021-05-25,1
N,AY.75,2021-05-27,1
N,AY.75,2021-05-31,2
N,AY.75,2021-06-04,1
N,AY.75,2021-06-05,1
N,AY.75,2021-06-08,1
N,AY.75,2021-06-15,2
N,AY.75,2021-06-16,2
N,AY.75,2021-06-17,1
N,AY.75,2021-06-24,1
N,AY.75,2021-06-28,2
N,AY.75,2021-07-01,2
N,AY.75,2021-07-05,1
N,AY.75,2021-07-07,17
N,AY.75,2021-07-10,1
N,AY.75,2021-07-13,1
N,AY.75,2021-07-17,1
N,AY.75,2021-07-19,2
N,AY.75,2021-07-20,1
N,AY.75,2021-07-21,2
N,AY.75,2021-07-24,2
N,AY.75,2021-07-26,2
N,AY.75,2021-07-29,1
N,AY.75,2021-07-31,1
N,AY.75,2021-08-01,1
N,AY.75,2021-08-04,2
N,AY.75,2021-08-05,2
N,AY.75,2021-08-09,1
N,AY.75,2021-08-10,1
N,AY.75,2021-08-11,4
N,AY.75,2021-08-12,1
N,AY.75,2021-08-13,1
N,AY.75,2021-08-14,1
N,AY.75,2021-08-17,1
N,AY.75,2021-08-19,1
N,AY.75,2021-08-20,1
N,AY.75,2021-08-21,4
N,AY.75,2021-08-22,1
N,AY.75,2021-08-24,1
N,AY.75,2021-08-25,1
N,AY.75,2021-08-26,1
N,AY.75,2021-08-27,3
N,AY.75,2021-08-28,1
N,AY.75,2021-08-30,1
N,AY.75,2021-08-31,1
N,AY.75,2021-09-02,2
N,AY.75,2021-09-03,1
N,AY.75,2021-09-04,1
N,AY.75,2021-09-06,1
N,AY.75,2021-09-07,1
N,AY.75,2021-09-09,2
N,AY.75,2021-09-10,3
N,AY.75,2021-09-13,1
N,AY.75,2021-09-14,1
N,AY.75,2021-09-15,1
N,AY.75,2021-09-16,1
N,AY.75,2021-09-20,1
N,AY.75,2021-09-28,1
N,AY.75,2021-09-30,1
N,AY.75,2021-10-05,1
N,AY.75,2021-10-12,1
N,AY.75,2021-10-14,1
N,AY.75,2021-10-20,1
N,AY.75,2021-10-28,1
N,AY.75,2021-11-02,2
N,AY.75,2021-11-10,1
N,AY.75,2021-11-12,1
N,AY.75,2021-11-15,1
N,AY.75,2021-11-18,1
N,AY.75,2021-11-25,1
N,AY.75,2021-12-09,2
N,AY.75,2021-12-22,1
N,AY.75,2022-01-03,1
N,AY.75.2,2021-08-07,1
N,AY.75.2,2021-08-09,1
N,AY.76,2021-06-30,1
N,AY.77,2021-09-13,1
N,AY.77,2021-09-20,1
N,AY.77,2021-09-29,1
N,AY.77,2021-10-06,2
N,AY.77,2021-10-13,2
N,AY.77,2021-10-21,1
N,AY.77,2021-10-28,1
N,AY.77,2021-10-30,1
N,AY.77,2021-10-31,1
N,AY.77,2021-11-02,2
N,AY.77,2021-11-03,1
N,AY.77,2021-11-04,1
N,AY.77,2021-11-11,1
N,AY.77,2021-11-16,1
N,AY.77,2021-11-24,1
N,AY.77,2021-11-26,1
N,AY.77,2021-11-30,1
N,AY.77,2021-12-02,3
N,AY.77,2021-12-06,1
N,AY.78,2021-07-17,1
N,AY.78,2021-07-21,2
N,AY.78,2021-07-24,4
N,AY.78,2021-07-26,1
N,AY.78,2021-07-28,4
N,AY.78,2021-07-31,1
N,AY.78,2021-08-03,2
N,AY.78,2021-08-04,3
N,AY.78,2021-08-05,1
N,AY.78,2021-08-06,1
N,AY.78,2021-08-07,1
N,AY.78,2021-08-09,1
N,AY.78,2021-08-13,1
N,AY.78,2021-08-16,2
N,AY.78,2021-08-17,1
N,AY.78,2021-08-18,1
N,AY.78,2021-08-19,2
N,AY.78,2021-08-20,4
N,AY.78,2021-08-22,1
N,AY.78,2021-08-23,3
N,AY.78,2021-08-25,4
N,AY.78,2021-08-26,1
N,AY.78,2021-08-30,1
N,AY.78,2021-08-31,4
N,AY.78,2021-09-01,2
N,AY.78,2021-09-02,1
N,AY.78,2021-09-04,1
N,AY.78,2021-09-06,3
N,AY.78,2021-09-07,1
N,AY.78,2021-09-08,2
N,AY.78,2021-09-09,3
N,AY.78,2021-09-10,1
N,AY.78,2021-09-12,1
N,AY.78,2021-09-13,3
N,AY.78,2021-09-16,4
N,AY.78,2021-09-19,1
N,AY.78,2021-09-20,4
N,AY.78,2021-09-24,1
N,AY.78,2021-09-27,1
N,AY.78,2021-09-28,2
N,AY.78,2021-09-30,1
N,AY.78,2021-10-02,1
N,AY.78,2021-10-05,3
N,AY.78,2021-10-06,1
N,AY.78,2021-10-07,2
N,AY.78,2021-10-14,1
N,AY.78,2021-10-18,1
N,AY.78,2021-11-02,2
N,AY.78,2021-11-10,1
N,AY.78,2021-11-22,1
N,AY.78,2021-12-02,1
N,AY.78,2021-12-18,1
N,AY.78,2022-01-10,2
N,AY.79,2021-11-15,1
N,AY.79,2021-12-02,1
N,AY.79,2021-12-06,1
N,AY.79,2021-12-07,1
N,AY.79,2021-12-08,1
N,AY.79,2021-12-09,1
N,AY.79,2022-01-04,1
N,AY.79,2022-01-07,1
N,AY.80,2021-07-23,2
N,AY.80,2021-09-01,2
N,AY.80,2021-09-28,1
N,AY.80,2021-10-02,1
N,AY.80,2021-10-06,1
N,AY.80,2021-10-08,1
N,AY.80,2021-12-08,1
N,AY.82,2021-06-25,1
N,AY.82,2021-07-01,1
N,AY.82,2021-07-31,1
N,AY.82,2021-08-01,1
N,AY.82,2021-08-04,1
N,AY.82,2021-08-05,1
N,AY.82,2021-08-19,1
N,AY.82,2021-08-20,1
N,AY.82,2021-08-26,1
N,AY.82,2021-08-28,1
N,AY.82,2021-09-02,1
N,AY.83,2021-08-05,1
N,AY.83,2021-11-30,1
N,AY.83,2021-12-03,1
N,AY.83,2021-12-09,1
N,AY.83,2022-01-20,2
N,AY.84,2021-07-20,1
N,AY.84,2021-07-22,1
N,AY.84,2021-08-11,1
N,AY.84,2021-08-12,1
N,AY.84,2021-08-13,1
N,AY.84,2021-08-14,2
N,AY.84,2021-08-15,3
N,AY.84,2021-08-16,8
N,AY.84,2021-08-17,4
N,AY.84,2021-08-18,2
N,AY.84,2021-08-19,4
N,AY.84,2021-08-20,3
N,AY.84,2021-08-23,9
N,AY.84,2021-08-24,1
N,AY.84,2021-08-25,2
N,AY.84,2021-08-26,1
N,AY.84,2021-08-27,2
N,AY.84,2021-08-28,2
N,AY.84,2021-08-29,1
N,AY.84,2021-08-30,5
N,AY.84,2021-08-31,6
N,AY.84,2021-09-01,12
N,AY.84,2021-09-02,8
N,AY.84,2021-09-03,2
N,AY.84,2021-09-04,5
N,AY.84,2021-09-05,2
N,AY.84,2021-09-06,6
N,AY.84,2021-09-07,6
N,AY.84,2021-09-08,7
N,AY.84,2021-09-09,3
N,AY.84,2021-09-10,13
N,AY.84,2021-09-11,7
N,AY.84,2021-09-12,9
N,AY.84,2021-09-13,10
N,AY.84,2021-09-14,8
N,AY.84,2021-09-15,3
N,AY.84,2021-09-16,4
N,AY.84,2021-09-17,6
N,AY.84,2021-09-18,2
N,AY.84,2021-09-20,13
N,AY.84,2021-09-21,10
N,AY.84,2021-09-22,9
N,AY.84,2021-09-23,7
N,AY.84,2021-09-24,10
N,AY.84,2021-09-25,4
N,AY.84,2021-09-26,1
N,AY.84,2021-09-27,7
N,AY.84,2021-09-28,13
N,AY.84,2021-09-29,3
N,AY.84,2021-09-30,3
N,AY.84,2021-10-01,4
N,AY.84,2021-10-02,1
N,AY.84,2021-10-04,12
N,AY.84,2021-10-05,12
N,AY.84,2021-10-06,6
N,AY.84,2021-10-07,10
N,AY.84,2021-10-08,8
N,AY.84,2021-10-09,2
N,AY.84,2021-10-10,2
N,AY.84,2021-10-11,7
N,AY.84,2021-10-12,2
N,AY.84,2021-10-13,2
N,AY.84,2021-10-14,5
N,AY.84,2021-10-15,2
N,AY.84,2021-10-18,4
N,AY.84,2021-10-19,6
N,AY.84,2021-10-20,2
N,AY.84,2021-10-21,7
N,AY.84,2021-10-22,5
N,AY.84,2021-10-24,1
N,AY.84,2021-10-25,2
N,AY.84,2021-10-26,8
N,AY.84,2021-10-27,4
N,AY.84,2021-10-28,4
N,AY.84,2021-10-29,5
N,AY.84,2021-11-01,3
N,AY.84,2021-11-02,2
N,AY.84,2021-11-03,2
N,AY.84,2021-11-04,4
N,AY.84,2021-11-05,3
N,AY.84,2021-11-06,2
N,AY.84,2021-11-08,3
N,AY.84,2021-11-09,3
N,AY.84,2021-11-10,7
N,AY.84,2021-11-11,5
N,AY.84,2021-11-12,3
N,AY.84,2021-11-13,2
N,AY.84,2021-11-15,9
N,AY.84,2021-11-16,2
N,AY.84,2021-11-17,3
N,AY.84,2021-11-18,7
N,AY.84,2021-11-19,3
N,AY.84,2021-11-22,9
N,AY.84,2021-11-23,4
N,AY.84,2021-11-24,7
N,AY.84,2021-11-25,11
N,AY.84,2021-11-26,9
N,AY.84,2021-11-27,1
N,AY.84,2021-11-28,2
N,AY.84,2021-11-29,8
N,AY.84,2021-11-30,3
N,AY.84,2021-12-01,3
N,AY.84,2021-12-02,7
N,AY.84,2021-12-03,2
N,AY.84,2021-12-04,6
N,AY.84,2021-12-06,5
N,AY.84,2021-12-07,3
N,AY.84,2021-12-08,2
N,AY.84,2021-12-09,7
N,AY.84,2021-12-10,4
N,AY.84,2021-12-11,2
N,AY.84,2021-12-12,2
N,AY.84,2021-12-13,6
N,AY.84,2021-12-14,5
N,AY.84,2021-12-15,2
N,AY.84,2021-12-16,10
N,AY.84,2021-12-17,5
N,AY.84,2021-12-18,1
N,AY.84,2021-12-19,4
N,AY.84,2021-12-20,2
N,AY.84,2021-12-22,3
N,AY.84,2021-12-23,4
N,AY.84,2021-12-25,2
N,AY.84,2021-12-27,2
N,AY.84,2021-12-28,1
N,AY.84,2021-12-29,1
N,AY.84,2021-12-30,3
N,AY.84,2022-01-03,1
N,AY.84,2022-01-04,1
N,AY.84,2022-01-05,1
N,AY.84,2022-01-06,1
N,AY.84,2022-01-10,3
N,AY.84,2022-01-12,1
N,AY.84,2022-01-20,1
N,AY.85,2021-07-21,1
N,AY.85,2021-08-20,2
N,AY.85,2021-09-01,1
N,AY.85,2021-09-22,1
N,AY.85,2021-09-28,1
N,AY.85,2021-10-01,1
N,AY.85,2021-10-27,1
N,AY.85,2021-10-31,1
N,AY.85,2021-11-02,1
N,AY.85,2021-11-09,1
N,AY.85,2021-11-15,1
N,AY.85,2021-11-24,1
N,AY.85,2021-11-25,1
N,AY.85,2021-12-14,2
N,AY.86,2021-08-19,1
N,AY.86,2021-09-30,1
N,AY.86,2021-10-05,1
N,AY.86,2021-10-11,1
N,AY.86,2021-10-27,1
N,AY.86,2021-11-23,1
N,AY.86,2021-11-26,2
N,AY.86,2021-11-28,1
N,AY.86,2021-11-29,2
N,AY.86,2021-12-06,2
N,AY.86,2021-12-07,1
N,AY.86,2021-12-13,1
N,AY.86,2021-12-14,1
N,AY.86,2021-12-15,5
N,AY.86,2021-12-16,1
N,AY.86,2021-12-17,2
N,AY.86,2021-12-20,1
N,AY.86,2021-12-23,1
N,AY.86,2021-12-29,1
N,AY.86,2022-01-10,1
N,AY.86,2022-01-13,1
N,AY.87,2021-10-21,1
N,AY.87,2021-12-17,1
N,AY.88,2021-06-28,1
N,AY.88,2021-07-12,1
N,AY.88,2021-08-04,1
N,AY.88,2021-08-08,1
N,AY.88,2021-08-09,2
N,AY.88,2021-08-10,1
N,AY.88,2021-08-14,1
N,AY.88,2021-08-16,1
N,AY.88,2021-08-20,1
N,AY.88,2021-08-21,1
N,AY.88,2021-08-29,2
N,AY.88,2021-08-30,1
N,AY.88,2021-09-02,1
N,AY.88,2021-09-06,1
N,AY.88,2021-09-08,1
N,AY.88,2021-09-09,2
N,AY.88,2021-09-10,2
N,AY.88,2021-09-13,1
N,AY.88,2021-09-14,1
N,AY.88,2021-09-15,1
N,AY.88,2021-09-17,1
N,AY.88,2021-09-20,1
N,AY.88,2021-09-23,1
N,AY.88,2021-09-24,1
N,AY.88,2021-09-30,1
N,AY.88,2021-10-05,1
N,AY.88,2021-10-11,1
N,AY.88,2021-10-19,1
N,AY.88,2021-10-22,1
N,AY.88,2021-10-27,1
N,AY.88,2021-11-08,1
N,AY.88,2021-11-09,1
N,AY.88,2021-11-18,1
N,AY.88,2021-11-23,1
N,AY.88,2021-11-29,1
N,AY.9,2021-06-07,1
N,AY.9,2021-06-19,1
N,AY.9,2021-06-23,1
N,AY.9,2021-07-09,2
N,AY.9,2021-07-17,1
N,AY.9,2021-07-20,1
N,AY.9,2021-07-21,2
N,AY.9,2021-07-26,2
N,AY.9,2021-07-27,1
N,AY.9,2021-07-30,2
N,AY.9,2021-08-03,1
N,AY.9,2021-08-04,1
N,AY.9,2021-08-05,1
N,AY.9,2021-08-06,1
N,AY.9,2021-08-09,2
N,AY.9,2021-08-10,5
N,AY.9,2021-08-11,1
N,AY.9,2021-08-13,2
N,AY.9,2021-08-15,1
N,AY.9,2021-08-16,2
N,AY.9,2021-08-17,1
N,AY.9,2021-08-18,4
N,AY.9,2021-08-19,3
N,AY.9,2021-08-20,1
N,AY.9,2021-08-21,3
N,AY.9,2021-08-23,7
N,AY.9,2021-08-24,2
N,AY.9,2021-08-26,4
N,AY.9,2021-08-27,3
N,AY.9,2021-08-30,1
N,AY.9,2021-08-31,2
N,AY.9,2021-09-01,1
N,AY.9,2021-09-02,5
N,AY.9,2021-09-03,3
N,AY.9,2021-09-05,2
N,AY.9,2021-09-06,5
N,AY.9,2021-09-07,2
N,AY.9,2021-09-08,2
N,AY.9,2021-09-09,2
N,AY.9,2021-09-10,5
N,AY.9,2021-09-11,3
N,AY.9,2021-09-13,6
N,AY.9,2021-09-16,5
N,AY.9,2021-09-17,2
N,AY.9,2021-09-18,2
N,AY.9,2021-09-19,1
N,AY.9,2021-09-20,4
N,AY.9,2021-09-21,4
N,AY.9,2021-09-22,1
N,AY.9,2021-09-23,2
N,AY.9,2021-09-24,2
N,AY.9,2021-09-25,4
N,AY.9,2021-09-27,1
N,AY.9,2021-09-28,1
N,AY.9,2021-09-30,2
N,AY.9,2021-10-01,1
N,AY.9,2021-10-02,1
N,AY.9,2021-10-04,3
N,AY.9,2021-10-05,1
N,AY.9,2021-10-06,1
N,AY.9,2021-10-07,4
N,AY.9,2021-10-12,1
N,AY.9,2021-10-13,1
N,AY.9,2021-10-17,1
N,AY.9,2021-10-18,1
N,AY.9,2021-10-21,2
N,AY.9,2021-10-25,2
N,AY.9,2021-10-28,2
N,AY.9,2021-10-29,3
N,AY.9,2021-11-04,1
N,AY.9,2021-11-05,1
N,AY.9,2021-11-06,1
N,AY.9,2021-11-10,1
N,AY.9,2021-11-11,2
N,AY.9,2021-11-15,2
N,AY.9,2021-11-18,3
N,AY.9,2021-11-19,4
N,AY.9,2021-11-20,1
N,AY.9,2021-11-21,3
N,AY.9,2021-11-22,2
N,AY.9,2021-11-23,1
N,AY.9,2021-11-25,2
N,AY.9,2021-11-26,1
N,AY.9,2021-11-29,2
N,AY.9,2021-11-30,3
N,AY.9,2021-12-05,1
N,AY.9,2021-12-06,1
N,AY.9,2021-12-09,1
N,AY.9,2021-12-13,1
N,AY.9,2021-12-14,1
N,AY.9,2021-12-15,2
N,AY.9,2021-12-16,1
N,AY.9,2021-12-17,2
N,AY.9,2021-12-20,2
N,AY.9,2021-12-22,1
N,AY.9,2021-12-23,1
N,AY.9,2022-01-02,1
N,AY.9.2,2021-01-30,1
N,AY.9.2,2021-06-06,1
N,AY.9.2,2021-06-28,1
N,AY.9.2,2021-06-30,1
N,AY.9.2,2021-07-03,1
N,AY.9.2,2021-07-05,1
N,AY.9.2,2021-07-06,2
N,AY.9.2,2021-07-07,1
N,AY.9.2,2021-07-08,6
N,AY.9.2,2021-07-09,3
N,AY.9.2,2021-07-10,1
N,AY.9.2,2021-07-11,3
N,AY.9.2,2021-07-12,17
N,AY.9.2,2021-07-13,11
N,AY.9.2,2021-07-14,12
N,AY.9.2,2021-07-15,17
N,AY.9.2,2021-07-16,10
N,AY.9.2,2021-07-17,19
N,AY.9.2,2021-07-18,3
N,AY.9.2,2021-07-19,15
N,AY.9.2,2021-07-20,38
N,AY.9.2,2021-07-21,46
N,AY.9.2,2021-07-22,40
N,AY.9.2,2021-07-23,38
N,AY.9.2,2021-07-24,32
N,AY.9.2,2021-07-25,9
N,AY.9.2,2021-07-26,19
N,AY.9.2,2021-07-27,25
N,AY.9.2,2021-07-28,26
N,AY.9.2,2021-07-29,21
N,AY.9.2,2021-07-30,30
N,AY.9.2,2021-07-31,11
N,AY.9.2,2021-08-01,6
N,AY.9.2,2021-08-02,27
N,AY.9.2,2021-08-03,36
N,AY.9.2,2021-08-04,41
N,AY.9.2,2021-08-05,24
N,AY.9.2,2021-08-06,20
N,AY.9.2,2021-08-07,14
N,AY.9.2,2021-08-08,9
N,AY.9.2,2021-08-09,36
N,AY.9.2,2021-08-10,40
N,AY.9.2,2021-08-11,39
N,AY.9.2,2021-08-12,18
N,AY.9.2,2021-08-13,30
N,AY.9.2,2021-08-14,10
N,AY.9.2,2021-08-15,13
N,AY.9.2,2021-08-16,32
N,AY.9.2,2021-08-17,33
N,AY.9.2,2021-08-18,37
N,AY.9.2,2021-08-19,27
N,AY.9.2,2021-08-20,35
N,AY.9.2,2021-08-21,5
N,AY.9.2,2021-08-22,12
N,AY.9.2,2021-08-23,32
N,AY.9.2,2021-08-24,38
N,AY.9.2,2021-08-25,29
N,AY.9.2,2021-08-26,23
N,AY.9.2,2021-08-27,43
N,AY.9.2,2021-08-28,20
N,AY.9.2,2021-08-29,2
N,AY.9.2,2021-08-30,37
